entity,type,link,KEGG_ID,alias,credibilities
CCL13,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6357,hsa:6357,"CCL13, CKb10, MCP-4, NCC-1, NCC1, SCYA13, SCYL1; C-C motif chemokine ligand 13
",44
CCL14,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6358,hsa:6358,"CCL14, CC-1, CC-3, CKB1, HCC-1, HCC-1(1-74), HCC-1/HCC-3, HCC-3, MCIF, NCC-2, NCC2, SCYA14, SCYL2, SY14; C-C motif chemokine ligand 14
",38
CCL15,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6359,hsa:6359,"CCL15, HCC-2, HMRP-2B, LKN-1, LKN1, MIP-1_delta, MIP-1D, MIP-5, MRP-2B, NCC-3, NCC3, SCYA15, SCYL3, SY15; C-C motif chemokine ligand 15",42
CCL16,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6360,hsa:6360,"CCL16, CKb12, HCC-4, ILINCK, LCC-1, LEC, LMC, Mtn-1, NCC-4, NCC4, SCYA16, SCYL4; C-C motif chemokine ligand 16
",38
CCL17,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6361,hsa:6361,"CCL17, A-152E5.3, ABCD-2, SCYA17, TARC; C-C motif chemokine ligand 17
",45
CCL18,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6362,hsa:6362,"CCL18, AMAC-1, AMAC1, CKb7, DC-CK1, DCCK1, MIP-4, PARC, SCYA18; C-C motif chemokine ligand 18",36
CCL19,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6363,hsa:6363,"CCL19, CKb11, ELC, MIP-3b, MIP3B, SCYA19; C-C motif chemokine ligand 19
",40
CCL20,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6364,hsa:6364,"CCL20, CKb4, Exodus, LARC, MIP-3-alpha, MIP-3a, MIP3A, SCYA20, ST38; C-C motif chemokine ligand 20
",46
CCL21,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6366,hsa:6366,"CCL21, 6Ckine, CKb9, ECL, SCYA21, SLC, TCA4; C-C motif chemokine ligand 21
",40
CCL22,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6367,hsa:6367,"CCL22, A-152E5.1, ABCD-1, DC/B-CK, MDC, SCYA22, STCP-1; C-C motif chemokine ligand 22
",38
CCL23,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6368,hsa:6368,"CCL23, CK-BETA-8, CKb8, Ckb-8, Ckb-8-1, MIP-3, MIP3, MPIF-1, SCYA23, hmrp-2a; C-C motif chemokine ligand 23
",42
CCL24,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6369,hsa:6369,"CCL24, Ckb-6, MPIF-2, MPIF2, SCYA24; C-C motif chemokine ligand 24
",39
BID,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:637,hsa:637,"BID, FP497; BH3 interacting domain death agonist
",71
CCL25,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6370,hsa:6370,"CCL25, Ck_beta-15, Ckb15, SCYA25, TECK; C-C motif chemokine ligand 25
",41
CXCL6,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6372,hsa:6372,"CXCL6, CKA-3, GCP-2, GCP2, SCYB6; C-X-C motif chemokine ligand 6",50
CXCL11,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6373,hsa:6373,"CXCL11, H174, I-TAC, IP-9, IP9, SCYB11, SCYB9B, b-R1; C-X-C motif chemokine ligand 11
",40
CXCL5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6374,hsa:6374,"CXCL5, ENA-78, SCYB5; C-X-C motif chemokine ligand 5
",50
XCL1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6375,hsa:6375,"XCL1, ATAC, LPTN, LTN, SCM-1, SCM-1a, SCM1, SCM1A, SCYC1; X-C motif chemokine ligand 1
",38
CX3CL1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6376,hsa:6376,"CX3CL1, ABCD-3, C3Xkine, CXC3, CXC3C, NTN, NTT, SCYD1, fractalkine, neurotactin; C-X3-C motif chemokine ligand 1
",38
BIK,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:638,hsa:638,"BIK, BIP1, BP4, NBK; BCL2 interacting killer
",1
SDC1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6382,hsa:6382,"SDC1, CD138, SDC, SYND1, syndecan; syndecan 1
",42
SRR,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:63826,hsa:63826,"SRR, ILV1, ISO1; serine racemase
",20
SDC2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6383,hsa:6383,"SDC2, CD362, HSPG, HSPG1, SYND2; syndecan 2
",7
SDC4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6385,hsa:6385,"SDC4, SYND4; syndecan 4
",35
CXCL12,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6387,hsa:6387,"CXCL12, IRH, PBSF, SCYB12, SDF1, TLSF, TPAR1, SDF1A, SDF1B; C-X-C motif chemokine ligand 12
",47
SDHA,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6389,hsa:6389,"SDHA, CMD1GG, FP, MC2DN1, NDAXOA, PGL5, SDH1, SDH2, SDHF; succinate dehydrogenase complex flavoprotein subunit A",18
SDHB,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6390,hsa:6390,"SDHB, CWS2, IP, MC2DN4, PGL4, SDH, SDH1, SDH2, SDHIP; succinate dehydrogenase complex iron sulfur subunit B",18
SDHC,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6391,hsa:6391,"SDHC, CYB560, CYBL, PGL3, QPS1, SDH3; succinate dehydrogenase complex subunit C",18
ELMO2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:63916,hsa:63916,"ELMO2, CED-12, CED12, Ced-12A, ELMO-2, VMPI; engulfment and cell motility 2",3
GALNT11,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:63917,hsa:63917,"GALNT11, GALNAC-T11, GALNACT11; polypeptide N-acetylgalactosaminyltransferase 11",6
SDHD,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6392,hsa:6392,"SDHD, CBT1, CII-4, CWS3, MC2DN3, PGL, PGL1, QPs3, SDH4, cybS; succinate dehydrogenase complex subunit D
",18
TNN,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:63923,hsa:63923,"TNN, TN-W, TNW; tenascin N",3
ZNF667,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:63934,hsa:63934,"ZNF667, MIPU1; zinc finger protein 667
",3
SEC13,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6396,hsa:6396,"SEC13, D3S1231E, SEC13L1, SEC13R, npp-20; SEC13 homolog, nuclear pore and COPII coat complex component
",13
TP53AIP1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:63970,hsa:63970,"TP53AIP1, P53AIP1; tumor protein p53 regulated apoptosis inducing protein 1
",3
PRDM16,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:63976,hsa:63976,"PRDM16, CMD1LL, KMT8F, LVNC8, MEL1, PFM13; PR/SET domain 16
",6
MYO1G,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64005,hsa:64005,"MYO1G, HA2, HLA-HA2, MHAG; myosin IG",2
SELE,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6401,hsa:6401,"SELE, CD62E, ELAM, ELAM1, ESEL, LECAM2; selectin E
",14
SELL,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6402,hsa:6402,"SELL, CD62L, LAM1, LECAM1, LEU8, LNHR, LSEL, LYAM1, PLNHR, TQ1; selectin L
",2
SELP,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6403,hsa:6403,"SELP, CD62, CD62P, GMP140, GRMP, LECAM3, PADGEM, PSEL; selectin P
",10
SELPLG,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6404,hsa:6404,"SELPLG, CD162, CLA, PSGL-1, PSGL1; selectin P ligand
",5
SEMA3F,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6405,hsa:6405,"SEMA3F, SEMA-IV, SEMA4, SEMAK; semaphorin 3F",1
OXCT2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64064,hsa:64064,"OXCT2, FKSG25, SCOTT; 3-oxoacid CoA-transferase 2
",17
PERP,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64065,hsa:64065,"PERP, EKVP7, KCP1, KRTCAP1, OLMS2, PIGPC1, THW, dJ496H19.1; p53 apoptosis effector related to PMP22
",1
LHPP,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64077,hsa:64077,"LHPP, HDHD2B; phospholysine phosphohistidine inorganic pyrophosphate phosphatase
",44
RBKS,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64080,hsa:64080,"RBKS, RBSK, RK; ribokinase
",13
MCCC2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64087,hsa:64087,"MCCC2, MCCB, MCCCbeta; methylcrotonyl-CoA carboxylase subunit 2
",6
PARVG,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64098,hsa:64098,"PARVG; parvin gamma
",4
LRRC4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64101,hsa:64101,"LRRC4, NAG14, NGL-2; leucine rich repeat containing 4
",2
NPFFR1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64106,hsa:64106,"NPFFR1, GPR147, NPFF1, NPFF1R1, OT7T022; neuropeptide FF receptor 1
",1
CRLF2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64109,hsa:64109,"CRLF2, CRL2, CRLF2Y, TSLPR; cytokine receptor like factor 2",60
VSIR,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64115,hsa:64115,"VSIR, B7-H5, B7H5, C10orf54, DD1alpha, Dies1, GI24, PD-1H, PP2135, SISP1, VISTA; V-set immunoregulatory receptor
",1
RRAGC,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64121,hsa:64121,"RRAGC, GTR2, RAGC, TIB929; Ras related GTP binding C
",5
NOD2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64127,hsa:64127,"NOD2, ACUG, BLAU, BLAUS, CARD15, CD, CLR16.3, IBD1, NLRC2, NOD2B, PSORAS1, YAOS; nucleotide binding oligomerization domain containing 2
",9
XYLT1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64131,hsa:64131,"XYLT1, DBQD2, PXYLT1, XT-I, XT1, XTI, XYLTI, xylT-I; xylosyltransferase 1",1
XYLT2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64132,hsa:64132,"XYLT2, PXYLT2, SOS, XT-II, XT2, xylT-II; xylosyltransferase 2
",1
ZNF674,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:641339,hsa:641339,"ZNF674, MRX92, ZNF673B; zinc finger protein 674
",3
IFIH1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64135,hsa:64135,"IFIH1, AGS7, Hlcd, IDDM19, IMD95, MDA-5, MDA5, RLR-2, SGMRT1; interferon induced with helicase C domain 1
",11
ACOT1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:641371,hsa:641371,"ACOT1, ACH2, CTE-1, LACH2; acyl-CoA thioesterase 1
",4
RBSN,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64145,hsa:64145,"RBSN, Rabenosyn-5, ZFYVE20; rabenosyn, RAB effector
",4
MAP2K4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6416,hsa:6416,"MAP2K4, JNKK, JNKK1, MAPKK4, MEK4, MKK4, PRKMK4, SAPKK-1, SAPKK1, SEK1, SERK1, SKK1; mitogen-activated protein kinase kinase 4
",188
CARD9,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64170,hsa:64170,"CARD9, CANDF2, hCARD9; caspase recruitment domain family member 9
",13
SETMAR,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6419,hsa:6419,"SETMAR, METNASE, Mar1; SET domain and mariner transposase fusion gene",6
SEMA4A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64218,hsa:64218,"SEMA4A, CORD10, RP35, SEMAB, SEMB; semaphorin 4A
",3
SFRP1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6422,hsa:6422,"SFRP1, FRP, FRP-1, FRP1, FrzA, SARP2; secreted frizzled related protein 1",29
ROBO3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64221,hsa:64221,"ROBO3, HGPPS, HGPPS1, HGPS, RBIG1, RIG1; roundabout guidance receptor 3
",1
MLST8,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64223,hsa:64223,"MLST8, GBL, GbetaL, LST8, POP3, WAT1; MTOR associated protein, LST8 homolog
",6
SFRP2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6423,hsa:6423,"SFRP2, FRP-2, SARP1, SDF-5; secreted frizzled related protein 2",29
SFRP4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6424,hsa:6424,"SFRP4, FRP-4, FRPHE, FRZB-2, PYL, sFRP-4; secreted frizzled related protein 4",29
SFRP5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6425,hsa:6425,"SFRP5, SARP3; secreted frizzled related protein 5
",29
SRSF1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6426,hsa:6426,"SRSF1, ASF, SF2, SF2p33, SFRS1, SRp30a; serine and arginine rich splicing factor 1",6
SRSF2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6427,hsa:6427,"SRSF2, PR264, SC-35, SC35, SFRS2, SFRS2A, SRp30b; serine and arginine rich splicing factor 2",6
SRSF3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6428,hsa:6428,"SRSF3, SFRS3, SRp20; serine and arginine rich splicing factor 3",7
ARHGEF28,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64283,hsa:64283,"ARHGEF28, RGNEF, RIP2, p190RHOGEF; Rho guanine nucleotide exchange factor 28",6
SRSF4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6429,hsa:6429,"SRSF4, SFRS4, SRP75; serine and arginine rich splicing factor 4",6
CXCR5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:643,hsa:643,"CXCR5, BLR1, CD185, MDR15; C-X-C motif chemokine receptor 5",110
SRSF5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6430,hsa:6430,"SRSF5, HRS, SFRS5, SRP40; serine and arginine rich splicing factor 5",6
SRSF6,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6431,hsa:6431,"SRSF6, B52, HEL-S-91, SFRS6, SRP55; serine and arginine rich splicing factor 6",6
SRSF7,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6432,hsa:6432,"SRSF7, 9G8, AAG3, SFRS7; serine and arginine rich splicing factor 7
",7
SOX17,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64321,hsa:64321,"SOX17, VUR3; SRY-box transcription factor 17
",4
NSD1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64324,hsa:64324,"NSD1, ARA267, KMT3B, SOTOS, SOTOS1, STO; nuclear receptor binding SET domain protein 1",6
MAP1LC3B2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:643246,hsa:643246,"MAP1LC3B2, ATG8G; microtubule associated protein 1 light chain 3 beta 2",39
COP1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64326,hsa:64326,"COP1, CFAP78, FAP78, RFWD2, RNF200; COP1 E3 ubiquitin ligase
",1
NFKBIZ,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64332,hsa:64332,"NFKBIZ, IKBZ, INAP, MAIL; NFKB inhibitor zeta
",2
TRA2B,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6434,hsa:6434,"TRA2B, Htra2-beta, PPP1R156, SFRS10, SRFS10, TRA2-BETA, TRAN2B; transformer 2 beta homolog
",5
CHST8,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64377,hsa:64377,"CHST8, GALNAC4ST1, GalNAc4ST, PSS3; carbohydrate sulfotransferase 8",2
PGA3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:643834,hsa:643834,PGA3; pepsinogen A3,1
PGA4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:643847,hsa:643847,"PGA4; pepsinogen A4
",1
MMP25,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64386,hsa:64386,"MMP25, MMP-25, MMP20, MMP20A, MMPL1, MT-MMP_6, MT-MMP6, MT6-MMP, MT6MMP, MTMMP6; matrix metallopeptidase 25
",4
GREM2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64388,hsa:64388,"GREM2, CKTSF1B2, DAND3, PRDC, STHAG9; gremlin 2, DAN family BMP antagonist
",11
ZMAT3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64393,hsa:64393,"ZMAT3, PAG608, WIG-1, WIG1; zinc finger matrin-type 3
",1
PALS1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64398,hsa:64398,"PALS1, MPP5; protein associated with LIN7 1, MAGUK p55 family member
",9
HHIP,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64399,hsa:64399,"HHIP, HIP; hedgehog interacting protein
",16
BLVRA,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:644,hsa:644,"BLVRA, BLVR, BVR, BVRA; biliverdin reductase A",21
GALNT17,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64409,hsa:64409,"GALNT17, GALNACT17, GALNT16, GALNT20, GALNTL3, GalNAc-T17, GalNAc-T19, GalNAc-T5L, WBSCR17; polypeptide N-acetylgalactosaminyltransferase 17",6
ARAP3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64411,hsa:64411,"ARAP3, CENTD3, DRAG1; ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
",6
WIPF3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:644150,hsa:644150,"WIPF3, CR16; WAS/WASL interacting protein family member 3",4
MTMR14,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64419,hsa:64419,"MTMR14, C3orf29; myotubularin related protein 14
",68
ATG3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64422,hsa:64422,"ATG3, APG3, APG3-LIKE, APG3L, PC3-96; autophagy related 3
",15
DNAI2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64446,hsa:64446,"DNAI2, CILD9, DIC2; dynein axonemal intermediate chain 2",1
SGK1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6446,hsa:6446,"SGK1, SGK; serum/glucocorticoid regulated kinase 1
",20
CLDN25,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:644672,hsa:644672,CLDN25; claudin 25,241
SGSH,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6448,hsa:6448,"SGSH, HSS, MPS3A, SFMD; N-sulfoglucosamine sulfohydrolase
",2
BLVRB,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:645,hsa:645,"BLVRB, BVRB, FLR, HEL-S-10, SDR43U1; biliverdin reductase B
",25
CPEB1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64506,hsa:64506,"CPEB1, CPE-BP1, CPEB, CPEB-1, h-CPEB, hCPEB-1; cytoplasmic polyadenylation element binding protein 1",8
SH3BP2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6452,hsa:6452,"SH3BP2, 3BP-2, 3BP2, CRBM, CRPM, RES4-23; SH3 domain binding protein 2
",5
MT1HL1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:645745,hsa:645745,"MT1HL1, MT1P2; metallothionein 1H like 1
",2
ALDH8A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64577,hsa:64577,"ALDH8A1, ALDH12, DJ352A20.2; aldehyde dehydrogenase 8 family member A1
",1
CLEC7A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64581,hsa:64581,"CLEC7A, BGR, CANDF4, CD369, CLECSF12, DECTIN1, SCARE2; C-type lectin domain containing 7A
",8
PABPC1L2B,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:645974,hsa:645974,"PABPC1L2B, RBM32B; poly(A) binding protein cytoplasmic 1 like 2B",15
PLA2G2F,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64600,hsa:64600,"PLA2G2F, GIIFsPLA2, sPLA2-IIF; phospholipase A2 group IIF",104
SHC1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6464,hsa:6464,"SHC1, SHC, SHCA; SHC adaptor protein 1
",139
ANAPC1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64682,hsa:64682,"ANAPC1, APC1, MCPR, TSG24; anaphase promoting complex subunit 1",13
SHH,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6469,hsa:6469,"SHH, HHG1, HLP3, HPE3, MCOPCB5, SMMCI, ShhNC, TPT, TPTPS; sonic hedgehog signaling molecule
",17
SHMT1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6470,hsa:6470,"SHMT1, CSHMT, SHMT; serine hydroxymethyltransferase 1",55
SHMT2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6472,hsa:6472,"SHMT2, GLYA, HEL-S-51e, NEDCASB, SHMT; serine hydroxymethyltransferase 2
",55
SMURF2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64750,hsa:64750,SMURF2; SMAD specific E3 ubiquitin protein ligase 2,10
SMYD3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64754,hsa:64754,"SMYD3, KMT3E, ZMYND1, ZNFN3A1, bA74P14.1; SET and MYND domain containing 3",7
SI,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6476,hsa:6476,"SI; sucrase-isomaltase
",29
CREB3L2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64764,hsa:64764,"CREB3L2, BBF2H7; cAMP responsive element binding protein 3 like 2",250
IPPK,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64768,hsa:64768,"IPPK, C9orf12, INSP5K2, IP5K, IPK1, bA476B13.1; inositol-pentakisphosphate 2-kinase
",11
SIAH1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6477,hsa:6477,"SIAH1, BURHAS, SIAH1A; siah E3 ubiquitin protein ligase 1
",6
CERK,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64781,hsa:64781,"CERK, LK4, dA59H18.2, dA59H18.3, hCERK; ceramide kinase
",24
TBC1D15,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64786,hsa:64786,"TBC1D15, RAB7-GAP; TBC1 domain family member 15",10
DEPTOR,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64798,hsa:64798,"DEPTOR, DEP.6, DEPDC6; DEP domain containing MTOR interacting protein
",3
BMI1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:648,hsa:648,"BMI1, FLVI2/BMI1, PCGF4, RNF51, flvi-2/bmi-1; BMI1 proto-oncogene, polycomb ring finger
",5
ST6GAL1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6480,hsa:6480,"ST6GAL1, CDw75, SIAT1, ST6GalI, ST6N; ST6 beta-galactoside alpha-2,6-sialyltransferase 1",4
NMNAT1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64802,hsa:64802,"NMNAT1, LCA9, NMNAT, PNAT1, SHILCA; nicotinamide nucleotide adenylyltransferase 1
",74
P2RY12,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64805,hsa:64805,"P2RY12, ADPG-R, BDPLT8, HORK3, P2T(AC), P2Y(12)R, P2Y(AC), P2Y(ADP), P2Y(cyc), P2Y12, SP1999; purinergic receptor P2Y12
",4
ST3GAL1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6482,hsa:6482,"ST3GAL1, Gal-NAc6S, SIAT4A, SIATFL, ST3GalA, ST3GalA.1, ST3GalIA, ST3GalIA,1, ST3O; ST3 beta-galactoside alpha-2,3-sialyltransferase 1",30
ST3GAL2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6483,hsa:6483,"ST3GAL2, Gal-NAc6S, SIAT4B, ST3GALII, ST3GalA.2; ST3 beta-galactoside alpha-2,3-sialyltransferase 2
",30
ELOVL1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64834,hsa:64834,"ELOVL1, CGI-88, IKSHD, Ssc1; ELOVL fatty acid elongase 1",1
KLC2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64837,hsa:64837,KLC2; kinesin light chain 2,43
ST3GAL4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6484,hsa:6484,"ST3GAL4, CGS23, NANTA3, SAT3, SIAT4, SIAT4C, ST-4, ST3GalA.2, ST3GalIV, STZ, gal-NAc6S; ST3 beta-galactoside alpha-2,3-sialyltransferase 4
",6
PORCN,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64840,hsa:64840,"PORCN, DHOF, FODH, MG61, PORC, PPN; porcupine O-acyltransferase
",19
GNPNAT1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64841,hsa:64841,"GNPNAT1, GNA1, GNPNAT, Gpnat1, RHZDAN; glucosamine-phosphate N-acetyltransferase 1
",10
ETNPPL,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64850,hsa:64850,"ETNPPL, AGXT2L1; ethanolamine-phosphate phospho-lyase
",8
ST3GAL3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6487,hsa:6487,"ST3GAL3, DEE15, EIEE15, MRT12, SIAT6, ST3GALII, ST3Gal_III, ST3GalIII, ST3N; ST3 beta-galactoside alpha-2,3-sialyltransferase 3
",15
ST8SIA1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6489,hsa:6489,"ST8SIA1, GD3S, SIAT8, SIAT8-A, SIAT8A, ST8SiaI; ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
",21
LPIN3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64900,hsa:64900,"LPIN3, LIPN3L, SMP2, dJ620E11.2; lipin 3",64
AGXT2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64902,hsa:64902,"AGXT2, AGT2, BAIBA, DAIBAT; alanine--glyoxylate aminotransferase 2
",34
RASAL3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:64926,hsa:64926,RASAL3; RAS protein activator like 3,6
SIPA1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6494,hsa:6494,"SIPA1, SPA1; signal-induced proliferation-associated 1
",5
BMP2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:650,hsa:650,"BMP2, BDA2, BMP2A, SSFSC, SSFSC1; bone morphogenetic protein 2",23
SKP1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6500,hsa:6500,"SKP1, EMC19, OCP-II, OCP2, SKP1A, TCEB1L, p19A; S-phase kinase associated protein 1",11
PINK1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:65018,hsa:65018,"PINK1, BRPK, PARK6; PTEN induced kinase 1
",121
SKP2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:6502,hsa:6502,"SKP2, FBL1, FBXL1, FLB1, p45; S-phase kinase associated protein 2
",11
